objectid,title,format,filename,subjectcontents,subjectbibliographic,illustrator,painter,engraver,description,image_alt_text,extent,date,publisher,streetaddress,location,latitude,longitude,identifier,platenumber,rightsstatement,Additional Notes,
item246,Book IX,image/jpeg,C53V2F101.jpg,Adam; Eve; Forbidden Fruit,C53 V.2 Milton,,Colibert,,,Eve gives Adam forbidden fruit,"1 print: engraving ; image 140 x 203 mm., on sheet 246 x 336 mm",1792,Chez Defer de Maisonneuve,"rue du Foin S. Jacques, n. 11","Paris, FR",48.85712711,2.364681655,C53 V.2 Milton,F101,(CC BY-NC-SA 4.0),,
item247,Book X,image/jpeg,C53V2F187.jpg,God; Adam; Eve; Angels,C53 V.2 Milton,,,,,God speaks to Adam and Eve,"1 print: engraving ; image 140 x 207 mm., on sheet 246 x 336 mm",1792,Chez Defer de Maisonneuve,"rue du Foin S. Jacques, n. 11","Paris, FR",48.85712711,2.364681655,C53 V.2 Milton,F187,(CC BY-NC-SA 4.0),,
item248,Book XI,image/jpeg,C53V2F267.jpg,Michael; Adam; Cain; Abel,C53 V.2 Milton,,Chall,Fem Demonchy,,Michael shows Adam a vision of Cain and Abel,"1 print: engraving ; image 143 x 206 mm., on sheet 246 x 336 mm",1792,Chez Defer de Maisonneuve,"rue du Foin S. Jacques, n. 11","Paris, FR",48.85712711,2.364681655,C53 V.2 Milton,F267,(CC BY-NC-SA 4.0),,
item249,Book XII,image/jpeg,C53V2F335.jpg,Michael; Adam; Eve,C53 V.2 Milton,,,,,Michael leads Adam and Eve out of the garden,"1 print: engraving ; image 137 x 205 mm., on sheet 246 x 336 mm",1792,Chez Defer de Maisonneuve,"rue du Foin S. Jacques, n. 11","Paris, FR",48.85712711,2.364681655,C53 V.2 Milton,F335,(CC BY-NC-SA 4.0),,
item250,Book I. L. 44,image/jpeg,PR35601827V1F5.jpg,Satan; Legions,ARCSPO PR 3560 1827 V.1,,,J. Martin Esq.,,Satan and rebel angels fall,"1 print: engraving ; image 192 x 150  mm., on sheet 274  x 186 mm",1825,Septimus Prowett,23 Old Bond Street,"London, UK",51.5095811,-0.141188418,ARCSPO PR 3560 1827 V.1,F5,(CC BY-NC-SA 4.0),,
item251,Book I. L. 192,image/jpeg,PR35601827V1F10.jpg,Satan; Hell,ARCSPO PR 3560 1827 V.1,,,J. Martin Esq.,,Satan and legions rest in Hell,"1 print: engraving ; image 218 x 152  mm., on sheet 274  x 186 mm",1825,Septimus Prowett,23 Old Bond Street,"London, UK",51.5095811,-0.141188418,ARCSPO PR 3560 1827 V.1,F10,(CC BY-NC-SA 4.0),Engraving Printed by Chatfield and Co.,
item252,Book II. L. 727,image/jpeg,PR35601827V1F65.jpg,Satan; Sin; Death,ARCSPO PR 3560 1827 V.1,,,J. Martin Esq.,,Sin personified comes between Death personified and Satan,"1 print: engraving ; image 202 x 140  mm., on sheet 274  x 186 mm",1825,Septimus Prowett,23 Old Bond Street,"London, UK",51.5095811,-0.141188418,ARCSPO PR 3560 1827 V.1,F65,(CC BY-NC-SA 4.0),,
item253,Book III. L. 365,image/jpeg,PR35601827V1F95.jpg,Angels; Heaven,ARCSPO PR 3560 1827 V.1,,,J. Martin Esq.,,Angels in front of a heavenly city,"1 print: engraving ; image 204 x 152  mm., on sheet 274  x 186 mm",1825,Septimus Prowett,23 Old Bond Street,"London, UK",51.5095811,-0.141188418,ARCSPO PR 3560 1827 V.1,F95,(CC BY-NC-SA 4.0),Engraving Printed by Chatfield and Co.,
item254,Book III. L. 301,image/jpeg,PR35601827V1F100.jpg,Satan; Angels,ARCSPO PR 3560 1827 V.1,,,J. Martin Esq.,,Satan leaves steps of heaven,"1 print: engraving ; image 192 x 149  mm., on sheet 274  x 186 mm",1825,Septimus Prowett,23 Old Bond Street,"London, UK",51.5095811,-0.141188418,ARCSPO PR 3560 1827 V.1,F100,(CC BY-NC-SA 4.0),Engraving Printed by Chatfield and Co.,
item255,Book IV. L. 453,image/jpeg,PR35601827V1F130.jpg,Eve; Eden,ARCSPO PR 3560 1827 V.1,,,J. Martin Esq.,,Eve in Eden by a pond,"1 print: engraving ; image 137 x 200  mm., on sheet 274  x 186 mm",1825,Septimus Prowett,23 Old Bond Street,"London, UK",51.5095811,-0.141188418,ARCSPO PR 3560 1827 V.1,F130,(CC BY-NC-SA 4.0),,
item256,Book IV. L. 502,image/jpeg,PR35601827V1F132.jpg,Satan; Adam; Eve; Eden,ARCSPO PR 3560 1827 V.1,,,J. Martin Esq.,,Satan watches Adam and Eve in Eden,"1 print: engraving ; image 146 x 200  mm., on sheet 274  x 186 mm",1825,Septimus Prowett,23 Old Bond Street,"London, UK",51.5095811,-0.141188418,ARCSPO PR 3560 1827 V.1,F132,(CC BY-NC-SA 4.0),Engraving printed by J. Lahee,
item257,Book IV. L. 813,image/jpeg,PR35601827V1F144.jpg,Satan; Adam; Eve; Angels,ARCSPO PR 3560 1827 V.1,,,J. Martin Esq.,,Satan fights with angels gaurding Adam and Eve,"1 print: engraving ; image 140 x 201 mm., on sheet 274  x 186 mm",1825,Septimus Prowett,23 Old Bond Street,"London, UK",51.5095811,-0.141188418,ARCSPO PR 3560 1827 V.1,F144,(CC BY-NC-SA 4.0),Engraving Printed by Chatfield and Co.,
item258,Book V. L. 136,image/jpeg,PR35601827V1F160.jpg,Adam; Eve; Eden,ARCSPO PR 3560 1827 V.1,,,J. Martin Esq.,,Adam and Eve in the garden,"1 print: engraving ; image 143 x 202mm., on sheet 274  x 186 mm",1825,Septimus Prowett,23 Old Bond Street,"London, UK",51.5095811,-0.141188418,ARCSPO PR 3560 1827 V.1,F160,(CC BY-NC-SA 4.0),Engraving printed by J. Lahee,
item259,Book V. L. 308,image/jpeg,PR35601827V1F167.jpg,Angel; Adam; Eve,ARCSPO PR 3560 1827 V.1,,,J. Martin Esq.,,Adam and Eve see an angel in the garden,"1 print: engraving ; image 141 x 206 mm., on sheet 274  x 186 mm",1825,Septimus Prowett,23 Old Bond Street,"London, UK",51.5095811,-0.141188418,ARCSPO PR 3560 1827 V.1,F167,(CC BY-NC-SA 4.0),,
item260,Book V. L. 519,image/jpeg,PR35601827V1F175.jpg,Angel; Eve; Adam; Eden,ARCSPO PR 3560 1827 V.1,,,J. Martin Esq.,,Angel talks to Adam and Eve,"1 print: engraving ; image 141 x 201 mm., on sheet 274  x 186 mm",1825,Septimus Prowett,23 Old Bond Street,"London, UK",51.5095811,-0.141188418,ARCSPO PR 3560 1827 V.1,F175,(CC BY-NC-SA 4.0),Engraving printed by J. Lahee,
item261,Book VII. L. 339,image/jpeg,PR35601827V2F16.jpg,God; Creation,ARCSPO PR 3560 1827 V.2,,,J. Martin Esq.,,God creates light,"1 print: engraving ; image 194 x 134  mm., on sheet 272 x 185 mm",1827,Septimus Prowett,23 Old Bond Street,"London, UK",51.5095811,-0.141188418,ARCSPO PR 3560 1827 V.2,F16,(CC BY-NC-SA 4.0),Engraving Printed by Chatfield and Co.,
item262,Book IX. L. 780,image/jpeg,PR35601827V2F89.jpg,Eve; Serpent; Eden; Forbidden Fruit,ARCSPO PR 3560 1827 V.2,,,J. Martin Esq.,,Eve gets the fruit from the serpent,"1 print: engraving ; image 199 x 141  mm., on sheet 272 x 185 mm",1827,Septimus Prowett,23 Old Bond Street,"London, UK",51.5095811,-0.141188418,ARCSPO PR 3560 1827 V.2,F89,(CC BY-NC-SA 4.0),Engraving Printed by Chatfield and Co.,
item263,Book IX. L. 995,image/jpeg,PR35601827V2F97.jpg,Eve; Serpent; Eden; Forbidden Fruit; Adam,ARCSPO PR 3560 1827 V.2,,,J. Martin Esq.,,Eve gives forbidden fruit to Adam,"1 print: engraving ; image 202 x 141  mm., on sheet 272 x 185 mm",1827,Septimus Prowett,23 Old Bond Street,"London, UK",51.5095811,-0.141188418,ARCSPO PR 3560 1827 V.2,F97,(CC BY-NC-SA 4.0),Engraving Printed by Chatfield and Co.,
item264,Book X. L. 108,image/jpeg,PR35601827V2F113.jpg,Adam; Eve,ARCSPO PR 3560 1827 V.2,,,J. Martin Esq.,,Adam and Eve hide in the garden,"1 print: engraving ; image  201 x 138 mm., on sheet 272 x 185 mm",1827,Septimus Prowett,23 Old Bond Street,"London, UK",51.5095811,-0.141188418,ARCSPO PR 3560 1827 V.2,F113,(CC BY-NC-SA 4.0),Engraving printed by J. Lahee,
item265,Book X. L. 312-347,image/jpeg,PR35601827V2F122.jpg,Satan; Hell,ARCSPO PR 3560 1827 V.2,,,J. Martin Esq.,,Satan at bridge to Hell,"1 print: engraving ; image  207 x 142 mm., on sheet 272 x 185 mm",1827,Septimus Prowett,23 Old Bond Street,"London, UK",51.5095811,-0.141188418,ARCSPO PR 3560 1827 V.2,F122,(CC BY-NC-SA 4.0),Engraving printed by J. Lahee,
item266,Book X. L. 863,image/jpeg,PR35601827V2F142.jpg,Eden,ARCSPO PR 3560 1827 V.2,,,J. Martin Esq.,,Adam fights with Eve,"1 print: engraving ; image  202 x 139 mm., on sheet 272 x 185 mm",1827,Septimus Prowett,23 Old Bond Street,"London, UK",51.5095811,-0.141188418,ARCSPO PR 3560 1827 V.2,F142,(CC BY-NC-SA 4.0),Engraving Printed by Chatfield and Co.,
item267,Book XI. L. 78,image/jpeg,PR35601827V2F158.jpg,Eden; Angels,ARCSPO PR 3560 1827 V.2,,,J. Martin Esq.,,Angels walk through Eden,"1 print: engraving ; image 204 x 143 mm., on sheet 272 x 185 mm",1827,Septimus Prowett,23 Old Bond Street,"London, UK",51.5095811,-0.141188418,ARCSPO PR 3560 1827 V.2,F158,(CC BY-NC-SA 4.0),,
item268,Book XII. L. 641,image/jpeg,PR35601827V2F218.jpg,Adam; Eve,ARCSPO PR 3560 1827 V.2,,,J. Martin Esq.,,Adam and Eve leave the garden,"1 print: engraving ; image 203 x 135 mm., on sheet 272 x 185 mm",1827,Septimus Prowett,23 Old Bond Street,"London, UK",51.5095811,-0.141188418,ARCSPO PR 3560 1827 V.2,F218,(CC BY-NC-SA 4.0),Engraving Printed by Chatfield and Co.,
item269,Untitled,image/jpeg,PR35601905F14.jpg,Angels,PR 3560 1905,William Strang,,,,Angels fighting,"1 print: Photogravure ; image 100 x 138 mm., on sheet 202  x 145 mm",1905,George Routledge and Sons Ltd; E. P. Dutton and Co. ,,"London, UK; New York, USA",51.50287672,-0.072584973,PR 3560 1905 ,F14,(CC BY-NC-SA 4.0),"London: George Routledge and Sons Ltd., New York: E. P. Dutton and Co., Printed by Ballantyne, Hanson and Co. Edinburgh and London",
item270,Untitled,image/jpeg,PR35601905F42.jpg,Sin; Death,PR 3560 1905,William Strang,,,,Sin and Death personified stand ready to fight,"1 print: Photogravure ; image 98 x 140 mm., on sheet 203  x 139 mm",1905,George Routledge and Sons Ltd; E. P. Dutton and Co. ,,"London, UK; New York, USA",51.50287672,-0.072584973,PR 3560 1905 ,F42,(CC BY-NC-SA 4.0),"London: George Routledge and Sons Ltd., New York: E. P. Dutton and Co.",
item271,Untitled,image/jpeg,PR35601905F78.jpg,Adam; Eve,PR 3560 1905,William Strang,,,,Adam and Eve sitting together,"1 print: Photogravure; image 100 x 139 mm., on sheet 198  x 141 mm",1905,George Routledge and Sons Ltd; E. P. Dutton and Co. ,,"London, UK; New York, USA",51.50287672,-0.072584973,PR 3560 1905 ,F78,(CC BY-NC-SA 4.0),"London: George Routledge and Sons Ltd., New York: E. P. Dutton and Co.",
item272,Untitled,image/jpeg,PR35601905F100.jpg,Adam; Eve; Angel,PR 3560 1905,William Strang,,,,Adam and Eve talk with an angel,"1 print: engraving ; image 100 x 138 mm., on sheet 203x 143 mm",1905,George Routledge and Sons Ltd; E. P. Dutton and Co. ,,"London, UK; New York, USA",51.50287672,-0.072584973,PR 3560 1905 ,F100,(CC BY-NC-SA 4.0),"London: George Routledge and Sons Ltd., New York: E. P. Dutton and Co.",
item273,Untitled,image/jpeg,PR35601905F138.jpg,God,PR 3560 1905,William Strang,,,,God creating,"1 print: engraving ; image 99 x 140 mm., on sheet 199x 143 mm",1905,George Routledge and Sons Ltd; E. P. Dutton and Co. ,,"London, UK; New York, USA",51.50287672,-0.072584973,PR 3560 1905 ,F138,(CC BY-NC-SA 4.0),"London: George Routledge and Sons Ltd., New York: E. P. Dutton and Co.",
item274,Untitled,image/jpeg,PR35601905F154.jpg,Eve; Adam,,William Strang,,,,Adam and Eve in the garden,"1 print: engraving ; image 100 x 142 mm., on sheet 206x 142 mm",1905,George Routledge and Sons Ltd; E. P. Dutton and Co. ,,"London, UK; New York, USA",51.50287672,-0.072584973,PR 3560 1905 ,F154,(CC BY-NC-SA 4.0),"London: George Routledge and Sons Ltd., New York: E. P. Dutton and Co.",
item275,Untitled,image/jpeg,PR35601905F176.jpg,Serpent; Eve; Forbidden Fruit,PR 3560 1905,William Strang,,,,Serpent gives Eve fruit,"1 print: engraving ; image 94 x 140 mm., on sheet 200x 142 mm",1905,George Routledge and Sons Ltd; E. P. Dutton and Co. ,,"London, UK; New York, USA",51.50287672,-0.072584973,PR 3560 1905 ,F176,(CC BY-NC-SA 4.0),"London: George Routledge and Sons Ltd., New York: E. P. Dutton and Co.",
item276,Untitled,image/jpeg,PR35601905F204.jpg,Adam; Eve; Eden,PR 3560 1905,William Strang,,,,Adam and Eve talking,"1 print: engraving ; image 94 x 140 mm., on sheet 199x 142 mm",1905,George Routledge and Sons Ltd; E. P. Dutton and Co. ,,"London, UK; New York, USA",51.50287672,-0.072584973,PR 3560 1905 ,F204,(CC BY-NC-SA 4.0),"London: George Routledge and Sons Ltd., New York: E. P. Dutton and Co.",
item277,Untitled,image/jpeg,PR35601905F220.jpg,Adam; Michael; Cain; Abel,PR 3560 1905,William Strang,,,,Michael shows Adam a vision of Cain and Abel,"1 print: engraving ; image 140 x 100 mm., on sheet 204 x 142 mm",1905,George Routledge and Sons Ltd; E. P. Dutton and Co. ,,"London, UK; New York, USA",51.50287672,-0.072584973,PR 3560 1905 ,F220,(CC BY-NC-SA 4.0),"London: George Routledge and Sons Ltd., New York: E. P. Dutton and Co.",
item278,Untitled,image/jpeg,PR35601905F240.jpg,Angel; Adam; Eve,PR 3560 1905,William Strang,,,,Adam and Eve leave the garden,"1 print: engraving ; image 138 x 98 mm., on sheet 204 x 140 mm",1905,George Routledge and Sons Ltd; E. P. Dutton and Co. ,,"London, UK; New York, USA",51.50287672,-0.072584973,PR 3560 1905 ,F240,(CC BY-NC-SA 4.0),"London: George Routledge and Sons Ltd., New York: E. P. Dutton and Co.",
item279,Book I,image/jpeg,PR3561.F5C471855F5.jpg,Angels,PR3561.F5 C47 1855,,Flatters,Bien,Anges Dans Le Lac De Bitume,Angels lounging in heaven,"1 print: engraving ; image 334 x 244 mm., on sheet 556 x 385 mm",1855,chez les Editeurs,"5o, rue Ste. Anne","Paris, FR",48.86559,2.335053,PR3561.F5 C47 1855,F13,(CC BY-NC-SA 4.0),,
item280,Book I,image/jpeg,PR3561.F5C471855F9.jpg,Angels,PR3561.F5 C47 1856,,Flatters,Darodes,Satan et Belzebuth se Consultent,Two angels standing talking,"1 print: engraving ; image 326 x 240 mm., on sheet 556 x 385 mm",1855,chez les Editeurs,"5o, rue Ste. Anne","Paris, FR",48.86559,2.335053,PR3561.F5 C47 1855,F21,(CC BY-NC-SA 4.0),,
item281,Book II,image/jpeg,PR3561.F5C471855F13.jpg,Sin; Death; Satan,PR3561.F5 C47 1857,,Flatters,Leroux,"Satan , La Mort, Le Peche",Sin and Death personified talking to Satan,"1 print: engraving ; image 326 x 240 mm., on sheet 556 x 385 mm",1855,chez les Editeurs,"5o, rue Ste. Anne","Paris, FR",48.86559,2.335053,PR3561.F5 C47 1855,F25,(CC BY-NC-SA 4.0),,
item282,Book II,image/jpeg,PR3561.F5C471855F21.jpg,Satan,PR3561.F5 C47 1858,,Flatters,Migneret,Satan sort du couffre,Satan between two rocks,"1 print: engraving ; image 328 x 238 mm., on sheet 556 x 385 mm",1855,chez les Editeurs,"5o, rue Ste. Anne","Paris, FR",48.86559,2.335053,PR3561.F5 C47 1855,F29,(CC BY-NC-SA 4.0),,
item283,Book II,image/jpeg,PR3561.F5C471855F25.jpg,Chaos; Satan,PR3561.F5 C47 1859,,Flatters,Allais,Satan a la Cour du Chaos,Satan in the Court of Chaos,"1 print: engraving ; image 337 x 247 mm., on sheet 556 x 385 mm",1855,chez les Editeurs,"5o, rue Ste. Anne","Paris, FR",48.86559,2.335053,PR3561.F5 C47 1855,F39,(CC BY-NC-SA 4.0),,
item284,Book III,image/jpeg,PR3561.F5C471855F29.jpg,Satan,PR3561.F5 C47 1860,,Flatters,Nyon,Satan cotoyant les murs du ciel,Satan flying over earth,"1 print: engraving ; image 335 x 246 mm., on sheet 556 x 385 mm",1855,chez les Editeurs,"5o, rue Ste. Anne","Paris, FR",48.86559,2.335053,PR3561.F5 C47 1855,F53,(CC BY-NC-SA 4.0),,
item285,Book IV,image/jpeg,PR3561.F5C471855F39.jpg,Adam; Eve; Eden,PR3561.F5 C47 1861,,Flatters; Aubert A.F.,Caron; Ch. LaLaisse,Le Premier Baiser,Adam kisses Eve,"1 print: engraving ; image 325 x 237 mm., on sheet 556 x 385 mm",1855,chez les Editeurs,"5o, rue Ste. Anne","Paris, FR",48.86559,2.335053,PR3561.F5 C47 1855,F61,(CC BY-NC-SA 4.0),,
item286,Book V,image/jpeg,PR3561.F5C471855F53.jpg,Adam; Eve; Eden,PR3561.F5 C47 1862,,Flatters; Aubert A.F.,Geille; Ch. LaLaisse,La Priere,Adam and Eve in the garden,"1 print: engraving ; image 328 x 239 mm., on sheet 556 x 385 mm",1855,chez les Editeurs,"5o, rue Ste. Anne","Paris, FR",48.86559,2.335053,PR3561.F5 C47 1855,F68,(CC BY-NC-SA 4.0),,
item287,Book V,image/jpeg,PR3561.F5C471855F61.jpg,Raphael,PR3561.F5 C47 1863,Flatters,,Migneret,Raphael Dans L'Air,Raphael flies in the air,"1 print: engraving ; image 337 x 244 mm., on sheet 556 x 385 mm",1855,chez les Editeurs,"5o, rue Ste. Anne","Paris, FR",48.86559,2.335053,PR3561.F5 C47 1855,F73,(CC BY-NC-SA 4.0),,
item288,Book VI,image/jpeg,PR3561.F5C471855F68.jpg,Angels; Legions; Satan,PR3561.F5 C47 1864,,Flatters,Jouannin,Satan Blesse,Satan hurt in battle,"1 print: engraving ; image 333 x 244 mm., on sheet 556 x 385 mm",1855,chez les Editeurs,"5o, rue Ste. Anne","Paris, FR",48.86559,2.335053,PR3561.F5 C47 1855,F77,(CC BY-NC-SA 4.0),,
item289,Book VI,image/jpeg,PR3561.F5C471855F73.jpg,Satan; Legions,PR3561.F5 C47 1865,,Flatters,Audibrand,Les Forges,Satan watches his army work in Hell,"1 print: engraving ; image 334 x 247 mm., on sheet 556 x 385 mm",1855,chez les Editeurs,"5o, rue Ste. Anne","Paris, FR",48.86559,2.335053,PR3561.F5 C47 1855,F81,(CC BY-NC-SA 4.0),,
item290,Book VI,image/jpeg,PR3561.F5C471855F77.jpg,Angels; Legions,PR3561.F5 C47 1866,,Flatters,Gelee,La Chute des Anges,Angels fight,"1 print: engraving ; image  mm., on 334 x 249 sheet 556 x 385 mm",1855,chez les Editeurs,"5o, rue Ste. Anne","Paris, FR",48.86559,2.335053,PR3561.F5 C47 1855,F91,(CC BY-NC-SA 4.0),,
item291,Book IX,image/jpeg,PR3561.F5C471855F81.jpg,Eve; Eden,PR3561.F5 C47 1867,,Richomme,St. Eve; Ch. LaLaisee,Eve se Mirant dans l'Eau,Eve in the garden,"1 print: engraving ; image  mm., on 330x 241 sheet 556 x 385 mm",1855,chez les Editeurs,"5o, rue Ste. Anne","Paris, FR",48.86559,2.335053,PR3561.F5 C47 1855,F102,(CC BY-NC-SA 4.0),,
item292,Book IX,image/jpeg,PR3561.F5C471855F91.jpg,Eve; Eden,PR3561.F5 C47 1868,,Lemercier; Aubert A.F.,Pelee; Ch. Lalaisee,Eve Effuillant des Roses,Eve in the garden,"1 print: engraving ; image  mm., on 330x 240 sheet 556 x 385 mm",1855,chez les Editeurs,"5o, rue Ste. Anne","Paris, FR",48.86559,2.335053,PR3561.F5 C47 1855,F113,(CC BY-NC-SA 4.0),,
item293,Book XI,image/jpeg,PR3561.F5C471855F102.jpg,Eve; Eden; Serpent; Forbidden Fruit,PR3561.F5 C47 1869,,Melin,St. Eve; Ch. Lalaisee,Eve Cueille La Pomme,Eve picks fruit with serpent ,"1 print: engraving ; image 333 x 241  mm., on sheet 556 x 385 mm",1855,chez les Editeurs,"5o, rue Ste. Anne","Paris, FR",48.86559,2.335053,PR3561.F5 C47 1855,F119,(CC BY-NC-SA 4.0),,
item294,Book IX,image/jpeg,PR3561.F5C471855F113.jpg,Adam; Eve; Forbidden Fruit; Eden,PR3561.F5 C47 1870,,Melin; Aubert A.F.,Moret; Ch. Lalaisee,Eve Donne La Pomme A Adam,Eve gives Adam a fruit,"1 print: engraving ; image 332 x 242  mm., on  sheet 556 x 385 mm",1855,chez les Editeurs,"5o, rue Ste. Anne","Paris, FR",48.86559,2.335053,PR3561.F5 C47 1855,F125,(CC BY-NC-SA 4.0),,
item295,Book X,image/jpeg,PR3561.F5C471855F119.jpg,Satan,PR3561.F5 C47 1871,,Flatters,Darodes,Satan Plongeant dans le Styx.,Satan dives into a river,"1 print: engraving ; image 337 x 247  mm., on  sheet 556 x 385 mm",1855,chez les Editeurs,"5o, rue Ste. Anne","Paris, FR",48.86559,2.335053,PR3561.F5 C47 1855,F129,(CC BY-NC-SA 4.0),,
item296,Book X,image/jpeg,PR3561.F5C471855F125.jpg,Adam; Eden,PR3561.F5 C47 1872,,Flatters,Ransonnette; Goulu,Adam Apres Le Peche,Adam in the garden,"1 print: engraving ; image 325 x 238  mm., on  sheet 556 x 385 mm",1855,chez les Editeurs,"5o, rue Ste. Anne","Paris, FR",48.86559,2.335053,PR3561.F5 C47 1855,F135,(CC BY-NC-SA 4.0),,
item297,Book X,image/jpeg,PR3561.F5C471855F129.jpg,Adam; Eve,PR3561.F5 C47 1873,,Melin,Pelee; Ch. Lalaisee,Le Pardon d'Adam,Eve in the garden with Adam,"1 print: engraving ; image 326 x 239  mm., on  sheet 556 x 385 mm",1855,chez les Editeurs,"5o, rue Ste. Anne","Paris, FR",48.86559,2.335053,PR3561.F5 C47 1855,F149,(CC BY-NC-SA 4.0),,
item298,Book VII ,image/jpeg,PR3561.F5C471855F135.jpg,Adam; Eve,PR3561.F5 C47 1874,,Melin; Aubert A.F.,Pelee; Ch. Lalaisee,Le Reveil d'Eve,Adam cradles Eve,"1 print: engraving ; image 329 x 238  mm., on  sheet 556 x 385 mm",,,,,,,,,,,
item299,Book VII,image/jpeg,PR3561.F5C471855F150.jpg,Angel; Eve; Adam,PR3561.F5 C47 1875,,Bernouville,Pelee; Ch. Lalaisee,Adam et Eve Chasses du Paradis,Adam and Eve leave the garden,"1 print: engraving ; image 333 x 242  mm., on  sheet 556 x 385 mm",,,,,,,,,,,
